year,month,item_name,total_sales
2019,5,Cheetos Flamin' Hot 1 oz,5967.0
2019,6,Cheetos Flamin' Hot 1 oz,2635.0
2019,7,Cheetos Flamin' Hot 1 oz,4454.0
2019,8,Cheetos Flamin' Hot 1 oz,5831.0
2019,9,Cheetos Flamin' Hot 1 oz,4471.0
2019,10,Cheetos Flamin' Hot 1 oz,4403.0
2019,11,Cheetos Flamin' Hot 1 oz,4352.0
2019,12,Cheetos Flamin' Hot 1 oz,4369.0
2020,1,Cheetos Flamin' Hot 1 oz,5083.0
2020,2,Cheetos Flamin' Hot 1 oz,4284.0
2020,3,Cheetos Flamin' Hot 1 oz,5457.0
2020,4,Cheetos Flamin' Hot 1 oz,4539.0
2020,5,Cheetos Flamin' Hot 1 oz,5474.0
2020,6,Cheetos Flamin' Hot 1 oz,4386.0
2020,7,Cheetos Flamin' Hot 1 oz,4709.0
2020,8,Cheetos Flamin' Hot 1 oz,4709.0
2020,9,Cheetos Flamin' Hot 1 oz,6205.0
2020,10,Cheetos Flamin' Hot 1 oz,5440.0
2020,11,Cheetos Flamin' Hot 1 oz,5287.0
2020,12,Cheetos Flamin' Hot 1 oz,6647.0
2021,1,Cheetos Flamin' Hot 1 oz,3740.0
2014,1,Cheez It Original Crackers 1.5oz,1680.0
2014,2,Cheez It Original Crackers 1.5oz,3210.0
2014,3,Cheez It Original Crackers 1.5oz,3525.0
2014,4,Cheez It Original Crackers 1.5oz,4485.0
2014,5,Cheez It Original Crackers 1.5oz,4080.0
2014,6,Cheez It Original Crackers 1.5oz,2955.0
2014,7,Cheez It Original Crackers 1.5oz,3870.0
2014,8,Cheez It Original Crackers 1.5oz,3150.0
2014,9,Cheez It Original Crackers 1.5oz,4605.0
2014,10,Cheez It Original Crackers 1.5oz,3825.0
2014,11,Cheez It Original Crackers 1.5oz,2970.0
2014,12,Cheez It Original Crackers 1.5oz,2655.0
2015,1,Cheez It Original Crackers 1.5oz,2970.0
2015,2,Cheez It Original Crackers 1.5oz,4035.0
2015,3,Cheez It Original Crackers 1.5oz,3975.0
2015,4,Cheez It Original Crackers 1.5oz,3765.0
2015,5,Cheez It Original Crackers 1.5oz,3645.0
2015,6,Cheez It Original Crackers 1.5oz,3465.0
2015,7,Cheez It Original Crackers 1.5oz,4335.0
2015,8,Cheez It Original Crackers 1.5oz,4515.0
2015,9,Cheez It Original Crackers 1.5oz,4950.0
2015,10,Cheez It Original Crackers 1.5oz,4410.0
2015,11,Cheez It Original Crackers 1.5oz,3765.0
2015,12,Cheez It Original Crackers 1.5oz,4995.0
2016,1,Cheez It Original Crackers 1.5oz,3930.0
2016,2,Cheez It Original Crackers 1.5oz,3555.0
2016,3,Cheez It Original Crackers 1.5oz,4635.0
2016,4,Cheez It Original Crackers 1.5oz,3480.0
2016,5,Cheez It Original Crackers 1.5oz,5550.0
2016,6,Cheez It Original Crackers 1.5oz,4695.0
2016,7,Cheez It Original Crackers 1.5oz,4590.0
2016,8,Cheez It Original Crackers 1.5oz,3615.0
2016,9,Cheez It Original Crackers 1.5oz,3765.0
2016,10,Cheez It Original Crackers 1.5oz,3600.0
2016,11,Cheez It Original Crackers 1.5oz,3555.0
2016,12,Cheez It Original Crackers 1.5oz,3705.0
2017,1,Cheez It Original Crackers 1.5oz,4575.0
2017,2,Cheez It Original Crackers 1.5oz,2700.0
2017,3,Cheez It Original Crackers 1.5oz,3555.0
2017,4,Cheez It Original Crackers 1.5oz,3825.0
2017,5,Cheez It Original Crackers 1.5oz,4815.0
2017,6,Cheez It Original Crackers 1.5oz,4365.0
2017,7,Cheez It Original Crackers 1.5oz,5010.0
2017,8,Cheez It Original Crackers 1.5oz,4020.0
2017,9,Cheez It Original Crackers 1.5oz,4395.0
2017,10,Cheez It Original Crackers 1.5oz,4140.0
2017,11,Cheez It Original Crackers 1.5oz,3900.0
2017,12,Cheez It Original Crackers 1.5oz,3975.0
2018,1,Cheez It Original Crackers 1.5oz,4695.0
2018,2,Cheez It Original Crackers 1.5oz,3495.0
2018,3,Cheez It Original Crackers 1.5oz,3180.0
2018,4,Cheez It Original Crackers 1.5oz,3060.0
2018,5,Cheez It Original Crackers 1.5oz,4995.0
2018,6,Cheez It Original Crackers 1.5oz,3930.0
2018,7,Cheez It Original Crackers 1.5oz,4455.0
2018,8,Cheez It Original Crackers 1.5oz,4635.0
2018,9,Cheez It Original Crackers 1.5oz,4320.0
2018,10,Cheez It Original Crackers 1.5oz,3345.0
2018,11,Cheez It Original Crackers 1.5oz,3195.0
2018,12,Cheez It Original Crackers 1.5oz,3795.0
2019,1,Cheez It Original Crackers 1.5oz,4410.0
2019,2,Cheez It Original Crackers 1.5oz,3135.0
2019,3,Cheez It Original Crackers 1.5oz,4425.0
2019,4,Cheez It Original Crackers 1.5oz,5145.0
2019,5,Cheez It Original Crackers 1.5oz,3870.0
2019,6,Cheez It Original Crackers 1.5oz,4470.0
2019,7,Cheez It Original Crackers 1.5oz,6570.0
2019,8,Cheez It Original Crackers 1.5oz,3315.0
2019,9,Cheez It Original Crackers 1.5oz,4620.0
2019,10,Cheez It Original Crackers 1.5oz,4515.0
2019,11,Cheez It Original Crackers 1.5oz,4185.0
2019,12,Cheez It Original Crackers 1.5oz,4275.0
2020,1,Cheez It Original Crackers 1.5oz,4800.0
2020,2,Cheez It Original Crackers 1.5oz,3000.0
2020,3,Cheez It Original Crackers 1.5oz,4080.0
2020,4,Cheez It Original Crackers 1.5oz,3645.0
2020,5,Cheez It Original Crackers 1.5oz,4470.0
2020,6,Cheez It Original Crackers 1.5oz,4395.0
2020,7,Cheez It Original Crackers 1.5oz,4185.0
2020,8,Cheez It Original Crackers 1.5oz,3750.0
2020,9,Cheez It Original Crackers 1.5oz,3495.0
2020,10,Cheez It Original Crackers 1.5oz,5385.0
2020,11,Cheez It Original Crackers 1.5oz,3210.0
2020,12,Cheez It Original Crackers 1.5oz,5100.0
2021,1,Cheez It Original Crackers 1.5oz,2775.0
2014,1,Cheez It White Cheddar 1.5 oz,1110.0
2014,2,Cheez It White Cheddar 1.5 oz,4665.0
2014,3,Cheez It White Cheddar 1.5 oz,6015.0
2014,4,Cheez It White Cheddar 1.5 oz,4290.0
2014,5,Cheez It White Cheddar 1.5 oz,5340.0
2014,6,Cheez It White Cheddar 1.5 oz,3885.0
2014,7,Cheez It White Cheddar 1.5 oz,4230.0
2014,8,Cheez It White Cheddar 1.5 oz,4860.0
2014,9,Cheez It White Cheddar 1.5 oz,3825.0
2014,10,Cheez It White Cheddar 1.5 oz,3810.0
2014,11,Cheez It White Cheddar 1.5 oz,3090.0
2014,12,Cheez It White Cheddar 1.5 oz,4815.0
2015,1,Cheez It White Cheddar 1.5 oz,4350.0
2015,2,Cheez It White Cheddar 1.5 oz,2865.0
2015,3,Cheez It White Cheddar 1.5 oz,4170.0
2015,4,Cheez It White Cheddar 1.5 oz,5235.0
2015,5,Cheez It White Cheddar 1.5 oz,3855.0
2015,6,Cheez It White Cheddar 1.5 oz,5145.0
2015,7,Cheez It White Cheddar 1.5 oz,4245.0
2015,8,Cheez It White Cheddar 1.5 oz,4560.0
2015,9,Cheez It White Cheddar 1.5 oz,2925.0
2015,10,Cheez It White Cheddar 1.5 oz,3630.0
2015,11,Cheez It White Cheddar 1.5 oz,3870.0
2015,12,Cheez It White Cheddar 1.5 oz,5295.0
2016,1,Cheez It White Cheddar 1.5 oz,4680.0
2016,2,Cheez It White Cheddar 1.5 oz,3930.0
2016,3,Cheez It White Cheddar 1.5 oz,3645.0
2016,4,Cheez It White Cheddar 1.5 oz,4740.0
2016,5,Cheez It White Cheddar 1.5 oz,2850.0
2016,6,Cheez It White Cheddar 1.5 oz,4920.0
2016,7,Cheez It White Cheddar 1.5 oz,4950.0
2016,8,Cheez It White Cheddar 1.5 oz,4095.0
2016,9,Cheez It White Cheddar 1.5 oz,5445.0
2016,10,Cheez It White Cheddar 1.5 oz,2895.0
2016,11,Cheez It White Cheddar 1.5 oz,3765.0
2016,12,Cheez It White Cheddar 1.5 oz,4845.0
2017,1,Cheez It White Cheddar 1.5 oz,4590.0
2017,2,Cheez It White Cheddar 1.5 oz,3300.0
2017,3,Cheez It White Cheddar 1.5 oz,6840.0
2017,4,Cheez It White Cheddar 1.5 oz,3690.0
2017,5,Cheez It White Cheddar 1.5 oz,4230.0
2017,6,Cheez It White Cheddar 1.5 oz,2985.0
2017,7,Cheez It White Cheddar 1.5 oz,4335.0
2017,8,Cheez It White Cheddar 1.5 oz,4560.0
2017,9,Cheez It White Cheddar 1.5 oz,2655.0
2017,10,Cheez It White Cheddar 1.5 oz,4650.0
2017,11,Cheez It White Cheddar 1.5 oz,3630.0
2017,12,Cheez It White Cheddar 1.5 oz,3120.0
2018,1,Cheez It White Cheddar 1.5 oz,3990.0
2018,2,Cheez It White Cheddar 1.5 oz,3375.0
2018,3,Cheez It White Cheddar 1.5 oz,4185.0
2018,4,Cheez It White Cheddar 1.5 oz,4335.0
2018,5,Cheez It White Cheddar 1.5 oz,3615.0
2018,6,Cheez It White Cheddar 1.5 oz,3615.0
2018,7,Cheez It White Cheddar 1.5 oz,4605.0
2018,8,Cheez It White Cheddar 1.5 oz,4785.0
2018,9,Cheez It White Cheddar 1.5 oz,3825.0
2018,10,Cheez It White Cheddar 1.5 oz,3810.0
2018,11,Cheez It White Cheddar 1.5 oz,3780.0
2018,12,Cheez It White Cheddar 1.5 oz,4140.0
2019,1,Cheez It White Cheddar 1.5 oz,4875.0
2019,2,Cheez It White Cheddar 1.5 oz,3165.0
2019,3,Cheez It White Cheddar 1.5 oz,4560.0
2019,4,Cheez It White Cheddar 1.5 oz,3990.0
2019,5,Cheez It White Cheddar 1.5 oz,4845.0
2019,6,Cheez It White Cheddar 1.5 oz,5175.0
2019,7,Cheez It White Cheddar 1.5 oz,4410.0
2019,8,Cheez It White Cheddar 1.5 oz,4605.0
2019,9,Cheez It White Cheddar 1.5 oz,3600.0
2019,10,Cheez It White Cheddar 1.5 oz,3465.0
2019,11,Cheez It White Cheddar 1.5 oz,3885.0
2019,12,Cheez It White Cheddar 1.5 oz,3000.0
2020,1,Cheez It White Cheddar 1.5 oz,4785.0
2020,2,Cheez It White Cheddar 1.5 oz,3660.0
2020,3,Cheez It White Cheddar 1.5 oz,4425.0
2020,4,Cheez It White Cheddar 1.5 oz,4665.0
2020,5,Cheez It White Cheddar 1.5 oz,5010.0
2020,6,Cheez It White Cheddar 1.5 oz,3840.0
2020,7,Cheez It White Cheddar 1.5 oz,3945.0
2020,8,Cheez It White Cheddar 1.5 oz,4215.0
2020,9,Cheez It White Cheddar 1.5 oz,4035.0
2020,10,Cheez It White Cheddar 1.5 oz,4515.0
2020,11,Cheez It White Cheddar 1.5 oz,3165.0
2020,12,Cheez It White Cheddar 1.5 oz,3210.0
2021,1,Cheez It White Cheddar 1.5 oz,2265.0
2014,1,Cherry Coke 12oz,702.00
2014,2,Cherry Coke 12oz,1498.50
2014,3,Cherry Coke 12oz,1768.50
2014,4,Cherry Coke 12oz,1869.75
2014,5,Cherry Coke 12oz,1910.25
2014,6,Cherry Coke 12oz,1532.25
2014,7,Cherry Coke 12oz,2193.75
2014,8,Cherry Coke 12oz,2038.50
2014,9,Cherry Coke 12oz,1755.00
2014,10,Cherry Coke 12oz,1917.00
2014,11,Cherry Coke 12oz,1714.50
2014,12,Cherry Coke 12oz,1836.00
2015,1,Cherry Coke 12oz,1680.75
2015,2,Cherry Coke 12oz,2031.75
2015,3,Cherry Coke 12oz,1923.75
2015,4,Cherry Coke 12oz,1606.50
2015,5,Cherry Coke 12oz,2976.75
2015,6,Cherry Coke 12oz,1775.25
2015,7,Cherry Coke 12oz,2092.50
2015,8,Cherry Coke 12oz,1741.50
2015,9,Cherry Coke 12oz,1795.50
2015,10,Cherry Coke 12oz,1674.00
2015,11,Cherry Coke 12oz,2011.50
2015,12,Cherry Coke 12oz,1869.75
2016,1,Cherry Coke 12oz,1464.75
2016,2,Cherry Coke 12oz,1869.75
2016,3,Cherry Coke 12oz,2598.75
2016,4,Cherry Coke 12oz,2045.25
2016,5,Cherry Coke 12oz,2544.75
2016,6,Cherry Coke 12oz,1633.50
2016,7,Cherry Coke 12oz,1498.50
2016,8,Cherry Coke 12oz,1512.00
2016,9,Cherry Coke 12oz,1559.25
2016,10,Cherry Coke 12oz,1896.75
2016,11,Cherry Coke 12oz,1505.25
2016,12,Cherry Coke 12oz,2146.50
2017,1,Cherry Coke 12oz,1802.25
2017,2,Cherry Coke 12oz,1829.25
2017,3,Cherry Coke 12oz,1613.25
2017,4,Cherry Coke 12oz,1829.25
2017,5,Cherry Coke 12oz,1721.25
2017,6,Cherry Coke 12oz,1849.50
2017,7,Cherry Coke 12oz,1883.25
2017,8,Cherry Coke 12oz,1606.50
2017,9,Cherry Coke 12oz,2220.75
2017,10,Cherry Coke 12oz,1323.00
2017,11,Cherry Coke 12oz,1525.50
2017,12,Cherry Coke 12oz,1410.75
2018,1,Cherry Coke 12oz,1957.50
2018,2,Cherry Coke 12oz,1930.50
2018,3,Cherry Coke 12oz,1991.25
2018,4,Cherry Coke 12oz,1356.75
2018,5,Cherry Coke 12oz,1863.00
2018,6,Cherry Coke 12oz,2038.50
2018,7,Cherry Coke 12oz,1795.50
2018,8,Cherry Coke 12oz,1674.00
2018,9,Cherry Coke 12oz,2241.00
2018,10,Cherry Coke 12oz,1768.50
2018,11,Cherry Coke 12oz,1572.75
2018,12,Cherry Coke 12oz,1552.50
2019,1,Cherry Coke 12oz,1795.50
2019,2,Cherry Coke 12oz,1242.00
2019,3,Cherry Coke 12oz,1842.75
2019,4,Cherry Coke 12oz,1552.50
2019,5,Cherry Coke 12oz,1626.75
2019,6,Cherry Coke 12oz,1545.75
2019,7,Cherry Coke 12oz,1923.75
2019,8,Cherry Coke 12oz,2355.75
2019,9,Cherry Coke 12oz,1404.00
2019,10,Cherry Coke 12oz,2038.50
2019,11,Cherry Coke 12oz,2180.25
2019,12,Cherry Coke 12oz,1680.75
2020,1,Cherry Coke 12oz,1991.25
2020,2,Cherry Coke 12oz,1194.75
2020,3,Cherry Coke 12oz,1802.25
2020,4,Cherry Coke 12oz,1782.00
2020,5,Cherry Coke 12oz,2099.25
2020,6,Cherry Coke 12oz,1694.25
2020,7,Cherry Coke 12oz,2058.75
2020,8,Cherry Coke 12oz,2295.00
2020,9,Cherry Coke 12oz,2153.25
2020,10,Cherry Coke 12oz,2099.25
2020,11,Cherry Coke 12oz,1707.75
2020,12,Cherry Coke 12oz,1836.00
2021,1,Cherry Coke 12oz,1316.25
2014,1,Cherry Coke Zero 12 pack,843.75
2014,2,Cherry Coke Zero 12 pack,1620.00
2014,3,Cherry Coke Zero 12 pack,1532.25
2014,4,Cherry Coke Zero 12 pack,1296.00
2014,5,Cherry Coke Zero 12 pack,1842.75
2014,6,Cherry Coke Zero 12 pack,1235.25
2014,7,Cherry Coke Zero 12 pack,1545.75
2014,8,Cherry Coke Zero 12 pack,2288.25
2014,9,Cherry Coke Zero 12 pack,1768.50
2014,10,Cherry Coke Zero 12 pack,2106.00
2014,11,Cherry Coke Zero 12 pack,2153.25
2014,12,Cherry Coke Zero 12 pack,1829.25
2015,1,Cherry Coke Zero 12 pack,1775.25
2015,2,Cherry Coke Zero 12 pack,1478.25
2015,3,Cherry Coke Zero 12 pack,2268.00
2015,4,Cherry Coke Zero 12 pack,1694.25
2015,5,Cherry Coke Zero 12 pack,1815.75
2015,6,Cherry Coke Zero 12 pack,1545.75
2015,7,Cherry Coke Zero 12 pack,1593.00
2015,8,Cherry Coke Zero 12 pack,2193.75
2015,9,Cherry Coke Zero 12 pack,1984.50
2015,10,Cherry Coke Zero 12 pack,2112.75
2015,11,Cherry Coke Zero 12 pack,1761.75
2015,12,Cherry Coke Zero 12 pack,2031.75
2016,1,Cherry Coke Zero 12 pack,2139.75
2016,2,Cherry Coke Zero 12 pack,1795.50
2016,3,Cherry Coke Zero 12 pack,1532.25
2016,4,Cherry Coke Zero 12 pack,2214.00
2016,5,Cherry Coke Zero 12 pack,1599.75
2016,6,Cherry Coke Zero 12 pack,2241.00
2016,7,Cherry Coke Zero 12 pack,1343.25
2016,8,Cherry Coke Zero 12 pack,1977.75
2016,9,Cherry Coke Zero 12 pack,1795.50
2016,10,Cherry Coke Zero 12 pack,1755.00
2016,11,Cherry Coke Zero 12 pack,1903.50
2016,12,Cherry Coke Zero 12 pack,1532.25
2017,1,Cherry Coke Zero 12 pack,1856.25
2017,2,Cherry Coke Zero 12 pack,2065.50
2017,3,Cherry Coke Zero 12 pack,1350.00
2017,4,Cherry Coke Zero 12 pack,1728.00
2017,5,Cherry Coke Zero 12 pack,1026.00
2017,6,Cherry Coke Zero 12 pack,1755.00
2017,7,Cherry Coke Zero 12 pack,1640.25
2017,8,Cherry Coke Zero 12 pack,1836.00
2017,9,Cherry Coke Zero 12 pack,1329.75
2017,10,Cherry Coke Zero 12 pack,1802.25
2017,11,Cherry Coke Zero 12 pack,1863.00
2017,12,Cherry Coke Zero 12 pack,1701.00
2018,1,Cherry Coke Zero 12 pack,2018.25
2018,2,Cherry Coke Zero 12 pack,1572.75
2018,3,Cherry Coke Zero 12 pack,2160.00
2018,4,Cherry Coke Zero 12 pack,1491.75
2018,5,Cherry Coke Zero 12 pack,1944.00
2018,6,Cherry Coke Zero 12 pack,1748.25
2018,7,Cherry Coke Zero 12 pack,2085.75
2018,8,Cherry Coke Zero 12 pack,2605.50
2018,9,Cherry Coke Zero 12 pack,1680.75
2018,10,Cherry Coke Zero 12 pack,2268.00
2018,11,Cherry Coke Zero 12 pack,1748.25
2018,12,Cherry Coke Zero 12 pack,1694.25
2019,1,Cherry Coke Zero 12 pack,2119.50
2019,2,Cherry Coke Zero 12 pack,1950.75
2019,3,Cherry Coke Zero 12 pack,1667.25
2019,4,Cherry Coke Zero 12 pack,1674.00
2019,5,Cherry Coke Zero 12 pack,1822.50
2019,6,Cherry Coke Zero 12 pack,1687.50
2019,7,Cherry Coke Zero 12 pack,1370.25
2019,8,Cherry Coke Zero 12 pack,2281.50
2019,9,Cherry Coke Zero 12 pack,1107.00
2019,10,Cherry Coke Zero 12 pack,2214.00
2019,11,Cherry Coke Zero 12 pack,1768.50
2019,12,Cherry Coke Zero 12 pack,1984.50
2020,1,Cherry Coke Zero 12 pack,1633.50
2020,2,Cherry Coke Zero 12 pack,1863.00
2020,3,Cherry Coke Zero 12 pack,1552.50
2020,4,Cherry Coke Zero 12 pack,1167.75
2020,5,Cherry Coke Zero 12 pack,2045.25
2020,6,Cherry Coke Zero 12 pack,2106.00
2020,7,Cherry Coke Zero 12 pack,1809.00
2020,8,Cherry Coke Zero 12 pack,1748.25
2020,9,Cherry Coke Zero 12 pack,1991.25
2020,10,Cherry Coke Zero 12 pack,1964.25
2020,11,Cherry Coke Zero 12 pack,1876.50
2020,12,Cherry Coke Zero 12 pack,2328.75
2021,1,Cherry Coke Zero 12 pack,1302.75
2014,1,Chewy Granola Variety Bars Quaker,1716.0
2014,2,Chewy Granola Variety Bars Quaker,3003.0
2014,3,Chewy Granola Variety Bars Quaker,3016.0
2014,4,Chewy Granola Variety Bars Quaker,4810.0
2014,5,Chewy Granola Variety Bars Quaker,3315.0
2014,6,Chewy Granola Variety Bars Quaker,3588.0
2014,7,Chewy Granola Variety Bars Quaker,3133.0
2014,8,Chewy Granola Variety Bars Quaker,4225.0
2014,9,Chewy Granola Variety Bars Quaker,4121.0
2014,10,Chewy Granola Variety Bars Quaker,3549.0
2014,11,Chewy Granola Variety Bars Quaker,4004.0
2014,12,Chewy Granola Variety Bars Quaker,3315.0
2015,1,Chewy Granola Variety Bars Quaker,3835.0
2015,2,Chewy Granola Variety Bars Quaker,3484.0
2015,3,Chewy Granola Variety Bars Quaker,3211.0
2015,4,Chewy Granola Variety Bars Quaker,2977.0
2015,5,Chewy Granola Variety Bars Quaker,3614.0
2015,6,Chewy Granola Variety Bars Quaker,2834.0
2015,7,Chewy Granola Variety Bars Quaker,4277.0
2015,8,Chewy Granola Variety Bars Quaker,3653.0
2015,9,Chewy Granola Variety Bars Quaker,4082.0
2015,10,Chewy Granola Variety Bars Quaker,3861.0
2015,11,Chewy Granola Variety Bars Quaker,3367.0
2015,12,Chewy Granola Variety Bars Quaker,2665.0
2016,1,Chewy Granola Variety Bars Quaker,4238.0
2016,2,Chewy Granola Variety Bars Quaker,4160.0
2016,3,Chewy Granola Variety Bars Quaker,4186.0
2016,4,Chewy Granola Variety Bars Quaker,2717.0
2016,5,Chewy Granola Variety Bars Quaker,2834.0
2016,6,Chewy Granola Variety Bars Quaker,2717.0
2016,7,Chewy Granola Variety Bars Quaker,3614.0
2016,8,Chewy Granola Variety Bars Quaker,3562.0
2016,9,Chewy Granola Variety Bars Quaker,1768.0
2016,10,Chewy Granola Variety Bars Quaker,3588.0
2016,11,Chewy Granola Variety Bars Quaker,3835.0
2016,12,Chewy Granola Variety Bars Quaker,3276.0
2017,1,Chewy Granola Variety Bars Quaker,3120.0
2017,2,Chewy Granola Variety Bars Quaker,3627.0
2017,3,Chewy Granola Variety Bars Quaker,3705.0
2017,4,Chewy Granola Variety Bars Quaker,2899.0
2017,5,Chewy Granola Variety Bars Quaker,3523.0
2017,6,Chewy Granola Variety Bars Quaker,2912.0
2017,7,Chewy Granola Variety Bars Quaker,2899.0
2017,8,Chewy Granola Variety Bars Quaker,4264.0
2017,9,Chewy Granola Variety Bars Quaker,3380.0
2017,10,Chewy Granola Variety Bars Quaker,3029.0
2017,11,Chewy Granola Variety Bars Quaker,4082.0
2017,12,Chewy Granola Variety Bars Quaker,3289.0
2018,1,Chewy Granola Variety Bars Quaker,3341.0
2018,2,Chewy Granola Variety Bars Quaker,3770.0
2018,3,Chewy Granola Variety Bars Quaker,3133.0
2018,4,Chewy Granola Variety Bars Quaker,4030.0
2018,5,Chewy Granola Variety Bars Quaker,4758.0
2018,6,Chewy Granola Variety Bars Quaker,3263.0
2018,7,Chewy Granola Variety Bars Quaker,4472.0
2018,8,Chewy Granola Variety Bars Quaker,3874.0
2018,9,Chewy Granola Variety Bars Quaker,3458.0
2018,10,Chewy Granola Variety Bars Quaker,3302.0
2018,11,Chewy Granola Variety Bars Quaker,3250.0
2018,12,Chewy Granola Variety Bars Quaker,3367.0
2019,1,Chewy Granola Variety Bars Quaker,3536.0
2019,2,Chewy Granola Variety Bars Quaker,3367.0
2019,3,Chewy Granola Variety Bars Quaker,4082.0
2019,4,Chewy Granola Variety Bars Quaker,2938.0
2019,5,Chewy Granola Variety Bars Quaker,3627.0
2019,6,Chewy Granola Variety Bars Quaker,2691.0
2019,7,Chewy Granola Variety Bars Quaker,3744.0
2019,8,Chewy Granola Variety Bars Quaker,3588.0
2019,9,Chewy Granola Variety Bars Quaker,3185.0
2019,10,Chewy Granola Variety Bars Quaker,3900.0
2019,11,Chewy Granola Variety Bars Quaker,3367.0
2019,12,Chewy Granola Variety Bars Quaker,3588.0
2020,1,Chewy Granola Variety Bars Quaker,3770.0
2020,2,Chewy Granola Variety Bars Quaker,3627.0
2020,3,Chewy Granola Variety Bars Quaker,3419.0
2020,4,Chewy Granola Variety Bars Quaker,2743.0
2020,5,Chewy Granola Variety Bars Quaker,3757.0
2020,6,Chewy Granola Variety Bars Quaker,3016.0
2020,7,Chewy Granola Variety Bars Quaker,4199.0
2020,8,Chewy Granola Variety Bars Quaker,4875.0
2020,9,Chewy Granola Variety Bars Quaker,3354.0
2020,10,Chewy Granola Variety Bars Quaker,4186.0
2020,11,Chewy Granola Variety Bars Quaker,2119.0
2020,12,Chewy Granola Variety Bars Quaker,3991.0
2021,1,Chewy Granola Variety Bars Quaker,2821.0
2014,1,Chex Mix Original,1275.0
2014,2,Chex Mix Original,2430.0
2014,3,Chex Mix Original,3990.0
2014,4,Chex Mix Original,5010.0
2014,5,Chex Mix Original,4380.0
2014,6,Chex Mix Original,4365.0
2014,7,Chex Mix Original,4815.0
2014,8,Chex Mix Original,5355.0
2014,9,Chex Mix Original,3735.0
2014,10,Chex Mix Original,4635.0
2014,11,Chex Mix Original,3495.0
2014,12,Chex Mix Original,4935.0
2015,1,Chex Mix Original,3780.0
2015,2,Chex Mix Original,4035.0
2015,3,Chex Mix Original,3600.0
2015,4,Chex Mix Original,4485.0
2015,5,Chex Mix Original,4470.0
2015,6,Chex Mix Original,3315.0
2015,7,Chex Mix Original,4680.0
2015,8,Chex Mix Original,3900.0
2015,9,Chex Mix Original,3975.0
2015,10,Chex Mix Original,4470.0
2015,11,Chex Mix Original,3585.0
2015,12,Chex Mix Original,3450.0
2016,1,Chex Mix Original,4470.0
2016,2,Chex Mix Original,2580.0
2016,3,Chex Mix Original,3675.0
2016,4,Chex Mix Original,3165.0
2016,5,Chex Mix Original,4440.0
2016,6,Chex Mix Original,3030.0
2016,7,Chex Mix Original,3405.0
2016,8,Chex Mix Original,3900.0
2016,9,Chex Mix Original,3510.0
2016,10,Chex Mix Original,4395.0
2016,11,Chex Mix Original,4050.0
2016,12,Chex Mix Original,4110.0
2017,1,Chex Mix Original,5475.0
2017,2,Chex Mix Original,3720.0
2017,3,Chex Mix Original,5340.0
2017,4,Chex Mix Original,3180.0
2017,5,Chex Mix Original,3210.0
2017,6,Chex Mix Original,4125.0
2017,7,Chex Mix Original,4365.0
2017,8,Chex Mix Original,4740.0
2017,9,Chex Mix Original,3870.0
2017,10,Chex Mix Original,4200.0
2017,11,Chex Mix Original,3885.0
2017,12,Chex Mix Original,3915.0
2018,1,Chex Mix Original,4200.0
2018,2,Chex Mix Original,3420.0
2018,3,Chex Mix Original,3855.0
2018,4,Chex Mix Original,4365.0
2018,5,Chex Mix Original,3615.0
2018,6,Chex Mix Original,4305.0
2018,7,Chex Mix Original,4005.0
2018,8,Chex Mix Original,3825.0
2018,9,Chex Mix Original,4260.0
2018,10,Chex Mix Original,4755.0
2018,11,Chex Mix Original,4425.0
2018,12,Chex Mix Original,4230.0
2019,1,Chex Mix Original,3795.0
2019,2,Chex Mix Original,3345.0
2019,3,Chex Mix Original,3060.0
2019,4,Chex Mix Original,4260.0
2019,5,Chex Mix Original,4530.0
2019,6,Chex Mix Original,3045.0
2019,7,Chex Mix Original,3645.0
2019,8,Chex Mix Original,4980.0
2019,9,Chex Mix Original,3180.0
2019,10,Chex Mix Original,4215.0
2019,11,Chex Mix Original,3060.0
2019,12,Chex Mix Original,4440.0
2020,1,Chex Mix Original,5325.0
2020,2,Chex Mix Original,3960.0
2020,3,Chex Mix Original,4755.0
2020,4,Chex Mix Original,4320.0
2020,5,Chex Mix Original,4290.0
2020,6,Chex Mix Original,2820.0
2020,7,Chex Mix Original,4590.0
2020,8,Chex Mix Original,4590.0
2020,9,Chex Mix Original,3075.0
2020,10,Chex Mix Original,4380.0
2020,11,Chex Mix Original,4455.0
2020,12,Chex Mix Original,3225.0
2021,1,Chex Mix Original,2655.0
2014,1,Chinet Comfort Hot Cups with Lids 16oz,2324.0
2014,2,Chinet Comfort Hot Cups with Lids 16oz,4144.0
2014,3,Chinet Comfort Hot Cups with Lids 16oz,4130.0
2014,4,Chinet Comfort Hot Cups with Lids 16oz,2744.0
2014,5,Chinet Comfort Hot Cups with Lids 16oz,4214.0
2014,6,Chinet Comfort Hot Cups with Lids 16oz,3346.0
2014,7,Chinet Comfort Hot Cups with Lids 16oz,5684.0
2014,8,Chinet Comfort Hot Cups with Lids 16oz,3220.0
2014,9,Chinet Comfort Hot Cups with Lids 16oz,3626.0
2014,10,Chinet Comfort Hot Cups with Lids 16oz,3584.0
2014,11,Chinet Comfort Hot Cups with Lids 16oz,3626.0
2014,12,Chinet Comfort Hot Cups with Lids 16oz,4326.0
2015,1,Chinet Comfort Hot Cups with Lids 16oz,3822.0
